Company Name,Exchange:Ticker,Industry Group,Bottom up Beta for sector,Bottom up levered beta,Market Cap (in US $),Total Debt,Cash,Cash/ Firm Value,Book Debt to capital ratio,Market Debt to capital ratio,Book Debt to Equity Ratio,Market Debt to Equity ratio,"Stock price (Dec 31, 2012)in US$",Beta,Correlation with market,Standard deviation in stock price,Interest coverage ratio,Current PE,PEG,PS,EV/EBIT,EV/EBITDA,EV/Invested Capital,EV/Sales,Dividend Yield,Historical growth in Net Income - Last 3 years,Historical growth in Net Income - Last 5 years,Historical growth in Revenues - Last 3 years,Historical growth in Revenues - Last 5 years,Expected growth rate in EPS- Next 5 years,Expected growth in revenues - Next 2 years,Return on Equity,Return on Capital (ROC or ROIC),Net Profit Margin,Pre-tax Operating Margin,Effective Tax Rate,Net Income,Trailing Net Income,Operating Income,Trailing Operating Income (adj for leases),Revenues,Trailing Revenues,EBITDA,Trailing EBITDA,EBIT (1-t),Net Debt issued (Debt issue - repaid),Change in non-cash Working capital,Net Cap Ex,Reinvestment Rate,FCFF,FCFE,FCFE without debt,Book Value of Equity - 4 qtrs ago,Invested Capital - 4 qtre ago,Current Book Value of Equity,Current Invested Capital,Dividends,Modified 2-year beta,Modified 5-year beta,Beta adjustment factor,Coeff of variation - Op Income,Coeff of variation - Net Income,Average 10-year EBIT,Average 10-yr Net Income
Sensys Traffic AB (OM:SENS),OM:SENS,Electronics,1.0714,1.0774,"USD 89,40","USD 0,00","USD 3,57",3.97,3.4,0.56,3.52,0.56,"USD 0,17",0.98,10,115.75,0,0,0,14.19,0,0,7.69,13.7,0,0,0,17.4,0.1,0,90,-19.87,-30.56,-35.84,-44.63,0,"-USD 6,63","-USD 3,10","-USD 3,76","-USD 3,86","USD 6,30","USD 8,65","-USD 6,34","-USD 3,74","-USD 3,86","USD 0,00","USD 0,04","USD 0,01",0,"-USD 3,91","-USD 3,15","-USD 3,15","USD 15,60","USD 12,63","USD 14,30","USD 11,23","USD 0,00",0.46,0.54,0.5,0.13,0.13,"-USD 1,24","-USD 0,49"
Smarteq AB (publ) (OM:SMAQ B),OM:SMAQ B,Telecom. Equipment,1.1293,1.1369,"USD 18,50","USD 0,13","USD 0,10",0.53,4.67,0.67,4.9,0.68,"USD 0,04",1.22,13.78,141.65,0,0,0,2.35,0,0,7.19,2.35,0,0,0,1.92,-12.7,0,18.8,-141.35,-147.7,-23.95,-18.78,0,"-USD 1,41","-USD 1,88","-USD 1,68","-USD 1,47","USD 7,88","USD 7,85","-USD 1,10","-USD 1,57","-USD 1,47","-USD 0,19","-USD 0,55","-USD 0,01",0,"-USD 0,92","-USD 1,13","-USD 1,32","USD 1,33","USD 1,00","USD 2,55","USD 2,58","USD 0,00",0.78,0.27,0.5,0.08,0.08,"-USD 1,59","-USD 1,96"
203 Web Group AB (publ) (OM:203),OM:203,Internet software and services,1.1045,1.1262,"USD 36,30","USD 0,71","USD 0,67",1.82,12.97,1.93,14.91,1.97,"USD 2,22",-0.38,3.16,112.26,0,0,0,7.03,0,0,12.15,7.04,0,0,0,0,0,0,0,-8.71,-9.84,-5.65,-3.12,0,"-USD 0,81","-USD 0,44","-USD 0,35","-USD 0,24","USD 5,16","USD 7,73","-USD 0,44","USD 0,25","-USD 0,24","-USD 0,03","USD 0,76","-USD 0,09",0,"-USD 0,91","-USD 1,08","-USD 1,10","USD 5,02","USD 2,45","USD 4,79","USD 2,99","USD 0,00",0.14,-0.87,0.5,0,0,0,0
Precise Biometrics AB (OM:PREC),OM:PREC,Electronics,1.0714,1.0813,"USD 87,70","USD 0,00","USD 17,40",19.66,3.29,0.92,3.4,0.93,"USD 0,25",0.23,4.47,0,0,0,0,20.21,0,0,9.73,16.39,0,0,0,-17,-0.98,0,61.8,-300,-212.81,-91.9,-76.42,0,"-USD 7,21","-USD 5,79","-USD 5,26","-USD 4,81","USD 4,34","USD 6,30","-USD 6,41","-USD 5,18","-USD 4,81","-USD 2,90","USD 0,66","USD 2,06",0,"-USD 7,54","-USD 5,61","-USD 8,51","USD 1,93","USD 2,26","USD 23,90","USD 7,31","USD 0,00",-0.34,1.03,0.5,0.05,0.05,"-USD 5,36","-USD 6,16"
Genesis-IT AB (publ) (OM:GENE),OM:GENE,Computer Software,1.0246,1.0246,"USD 7,20","USD 0,00","USD 1,14",15.83,0,0,0,0,"USD 0,78",0.63,6.32,150,1280,5.81,0,1.17,4.73,3.81,2.25,0.99,0,136,35.3,36.4,24.6,0,0,48.82,78.58,20.2,20.85,2.56,"USD 1,24","USD 1,24","USD 1,28","USD 1,28","USD 6,14","USD 6,14","USD 1,59","USD 1,59","USD 1,25","USD 0,00","USD 0,75","USD 0,99",139.51,"-USD 0,49","-USD 0,50","-USD 0,50","USD 2,54","USD 1,63","USD 3,89","USD 2,69","USD 0,00",0.5,-0.06,0.5,0.14,0.15,"USD 0,09","USD 0,07"
Kentima Holding AB (publ) (OM:KENH),OM:KENH,Electronics,1.0714,1.1393,"USD 5,41","USD 0,34","USD 0,88",15.21,14.39,5.96,16.81,6.34,"USD 0,82",0,0,0,0,0,0,0.96,0,0,3.23,0.87,1,0,0,0,0,0,0,0,0,-4.66,-2.39,0,"-USD 0,17","-USD 0,28","-USD 0,22","-USD 0,14","USD 5,63","USD 5,90","-USD 0,10","-USD 0,20","-USD 0,14","USD 0,23","-USD 0,16","USD 0,03",0,"-USD 0,02","-USD 0,37","-USD 0,15","USD 0,00","USD 0,00","USD 2,04","USD 1,51","-USD 0,05",0,0,0.5,0,0,0,0
Cryptzone Group AB (publ) (OM:CZON B),OM:CZON B,Computer Software,1.0246,1.2652,"USD 8,39","USD 1,97","USD 0,36",3.48,69.66,19.02,229.6,23.48,"USD 0,83",2.09,3.16,150,0,0,0,1.45,0,0,4.05,1.72,0,0,0,3.63,37.5,0,0,-203.36,-129.71,-206.14,-127,0,"-USD 13,50","-USD 9,07","-USD 5,61","-USD 5,59","USD 5,80","USD 4,40","-USD 5,01","-USD 5,01","-USD 5,59","-USD 0,33","-USD 2,92","-USD 0,67",0,"-USD 2,00","-USD 5,15","-USD 5,48","USD 4,46","USD 4,31","USD 0,86","USD 2,47","USD 0,00",0.58,2,0.5,0,0,0,0
Obducat AB (publ) (NGM:OBDU B),NGM:OBDU B,Semiconductor Equip,1.2318,1.2703,"USD 17,60","USD 0,55","USD 0,11",0.61,10.19,3.03,11.34,3.13,"USD 0,94",-0.08,0,0,0,4.06,0,3.43,0,45.21,3.41,3.52,0,0,0,-12.8,-14.4,0,0,-26.92,-75.63,-44.79,-123.41,0,"USD 4,33","-USD 1,72","-USD 5,24","-USD 4,74","USD 5,13","USD 3,84","USD 0,40","-USD 4,62","-USD 4,74","-USD 0,54","USD 0,00","USD 0,92",0,"-USD 5,66","-USD 2,10","-USD 2,64","USD 6,39","USD 6,27","USD 4,85","USD 5,29","USD 0,00",0.05,-0.22,0.5,0.04,0.06,"-USD 4,93","-USD 5,26"
Business Control Systems Sverige AB (publ) (OM:BCS),OM:BCS,Computer Software,1.0246,1.1296,"USD 5,57","USD 0,57","USD 0,12",1.89,27.57,9.3,38.07,10.25,"USD 0,17",1.91,11.83,150,0,0,0,2.19,0,1004.17,3.08,2.37,0,0,0,0,0,0,0,-16.18,-12.04,-10.33,-9.8,0,"-USD 0,18","-USD 0,25","-USD 0,24","-USD 0,24","USD 2,54","USD 2,46","USD 0,01","-USD 0,08","-USD 0,24","USD 0,08","-USD 0,31","USD 0,53",0,"-USD 0,46","-USD 0,55","-USD 0,48","USD 1,57","USD 2,00","USD 1,50","USD 1,96","USD 0,00",1.27,0.32,0.5,0,0,0,0
Miris Holding AB (OM:MIR),OM:MIR,Electronics,1.0714,1.1626,"USD 7,31","USD 0,62","USD 0,17",2.16,47.96,7.84,92.15,8.51,"USD 0,06",2.13,18.44,150,0,0,0,5.15,0,0,7.62,5.47,0,0,0,19.7,37.5,0,0,-310.84,-136.95,-93.25,-85.28,0,"-USD 1,42","-USD 1,52","-USD 1,39","-USD 1,39","USD 1,42","USD 1,63","-USD 0,91","-USD 0,97","-USD 1,39","USD 0,00","USD 0,00","-USD 0,42",0,"-USD 0,97","-USD 1,10","-USD 1,10","USD 0,49","USD 1,02","USD 0,68","USD 1,02","USD 0,00",1.35,0.49,0.5,0,0,0,0
Header Compression Sweden Holding AB (publ) (OM:HCH),OM:HCH,Internet software and services,1.1045,1.1045,"USD 12,70","USD 0,00","USD 0,95",7.48,0,0,0,0,"USD 7,40",3.84,18.17,0,0,92.03,0,13.79,24.33,34.76,0,12.76,0,0,0,0,0,0,0,67.29,399.17,29.59,39.92,25.88,"USD 0,14","USD 0,36","USD 0,48","USD 0,48","USD 0,92","USD 1,21","USD 0,34","USD 0,61","USD 0,36","USD 0,00","USD 0,03","-USD 0,11",-21.79,"USD 0,44","USD 0,44","USD 0,44","USD 0,53","USD 0,12","USD 0,90","-USD 0,05","USD 0,00",0,2.37,0.5,0,0,0,0
Serstech AB (OM:SERT),OM:SERT,Electronics,1.0714,1.0731,"USD 17,10","USD 0,03","USD 1,31",7.65,1.02,0.16,1.03,0.16,"USD 1,30",0,0,0,0,0,0,0,0,0,11.83,43.45,0,0,0,0,0,0,0,0,0,-146.55,-144.54,0,"-USD 0,13","-USD 0,51","-USD 0,50","-USD 0,50","USD 0,36","USD 0,35","-USD 0,12","-USD 0,50","-USD 0,50","USD 0,01","USD 0,02","USD 0,19",0,"-USD 0,71","-USD 0,72","-USD 0,72","USD 0,00","USD 0,00","USD 2,62","USD 1,34","USD 0,00",0,0,0.5,0,0,0,0
Cybercom Group AB (OM:CYBE),OM:CYBE,Computer Services,0.8659,1.0686,"USD 68,30","USD 19,00","USD 4,14",4.13,19.75,31.89,24.61,46.81,"USD 0,38",1.17,11.4,126.73,1.51,0,0,0.34,11.51,21.41,2.71,0.47,0,0,0,-7.52,-6.02,0,-4.2,-1.62,19.96,-0.95,4.42,50,"-USD 8,15","-USD 1,79","USD 3,48","USD 8,36","USD 202,40","USD 189,10","USD 4,49","USD 7,59","USD 4,18","USD 24,00","USD 22,17","-USD 3,00",458.79,"-USD 14,99","-USD 44,96","-USD 20,96","USD 110,60","USD 41,85","USD 129,90","USD 35,43","USD 0,00",0.58,0.6,0.5,0.1,0.13,"USD 6,47","-USD 2,99"
Seamless Distribution AB (OM:SEAM),OM:SEAM,Computer Software,1.0246,1.0256,"USD 315,20","USD 0,31","USD 2,21",0.7,2.39,0.1,2.45,0.1,"USD 7,68",2.12,22.58,150,0,0,0,15.3,0,0,32.25,15.21,0,0,0,40,34,0,58,-171.95,-432.73,-45.98,-52.35,0,"-USD 3,65","-USD 10,30","-USD 12,20","-USD 11,73","USD 20,60","USD 22,40","-USD 4,47","-USD 11,30","-USD 11,73","-USD 0,28","-USD 2,46","USD 3,55",0,"-USD 12,82","-USD 11,11","-USD 11,39","USD 5,99","USD 2,71","USD 12,80","USD 9,71","USD 0,00",1.5,0.17,0.5,0.17,0.16,"-USD 0,68","-USD 0,61"
TrustBuddy International AB (OM:TBDY),OM:TBDY,Internet software and services,1.1045,1.1045,"USD 132,10","USD 0,00","USD 0,00",0,0,0,0,0,"USD 0,41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00",0,"USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00",0,0,0.5,0,0,0,0
TradeDoubler AB (OM:TRAD),OM:TRAD,Internet software and services,1.1045,1.1045,"USD 123,30","USD 0,00","USD 29,00",23.52,0,0,0,0,"USD 2,91",2.44,24.9,89.36,38.97,0,0,0.35,13.91,37.72,1.85,0.27,0,-8.94,-23.6,-9.58,-10.1,0,-4.31,7.23,13.72,1.7,2.11,22.51,"-USD 1,22","USD 5,47","USD 6,78","USD 6,78","USD 354,40","USD 321,40","USD 2,50","USD 9,69","USD 5,25","USD 0,00","-USD 15,30","USD 5,09",-194.27,"USD 15,46","USD 15,68","USD 15,68","USD 75,70","USD 49,40","USD 79,90","USD 50,90","USD 0,00",0.89,1.89,0.5,0.08,0.12,"USD 13,10","USD 4,68"
Hexatronic Scandinavia AB (publ) (OM:HTRO),OM:HTRO,Computer Services,0.8659,0.8659,"USD 24,50","USD 0,00","USD 0,00",0,0,0,0,0,"USD 1,53",0,0,0,0,0,0,4.36,0,0,0,4.36,0,0,0,0,0,0,0,0,0,0,0,0,"USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 5,62","USD 5,62","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00",0,"USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00",0,0,0.5,0,0,0,0
TagMaster AB (publ) (OM:TAGM B),OM:TAGM B,Telecom. Equipment,1.1293,1.2061,"USD 8,39","USD 0,57","USD 0,18",1.99,40.32,6.37,67.57,6.81,"USD 0,08",-0.08,0,0,31.03,0,0,1.38,6.95,0,7.09,1.44,0,0,0,-4.39,-4.81,0,22.2,-13.47,103.19,-1.62,18.09,0,"-USD 0,84","-USD 0,11","USD 1,21","USD 1,26","USD 6,08","USD 6,98","-USD 0,16","USD 0,76","USD 1,26","-USD 0,90","-USD 0,20","-USD 0,17",-29.37,"USD 1,63","USD 1,15","USD 0,26","USD 0,84","USD 1,22","USD 0,85","USD 1,24","USD 0,00",0.02,-0.16,0.5,0.11,0.11,"-USD 0,42","-USD 0,54"
Boliden AB (OM:BOL),OM:BOL,Metals & Mining,1.0289,1.3191,"USD 4 194,00","USD 1 176,90","USD 34,70",0.65,25.28,22,33.84,28.2,"USD 15,33",2.41,65.12,50.3,13.97,8.35,0,0.68,18.07,5.62,1.15,0.87,4.07,-20.4,-0.59,0.94,2.36,-7.21,-6.3,7.95,7.21,4.73,5.28,0,"USD 502,50","USD 264,50","USD 291,90","USD 295,64","USD 6 143,30","USD 5 596,40","USD 950,00","USD 646,20","USD 295,64","-USD 328,00","USD 46,70","USD 784,15",281.03,"-USD 535,21","-USD 238,35","-USD 566,35","USD 3 326,50","USD 4 099,23","USD 3 495,50","USD 4 643,53","-USD 170,50",1.31,0.99,0.5,0.07,0.07,"USD 553,37","USD 399,83"
BillerudKorsnäs Aktiebolag (publ) (OM:BILL),OM:BILL,Packaging & Container,0.6437,0.9475,"USD 2 616,00","USD 1 201,80","USD 79,70",2.07,44.79,32.06,81.13,47.19,"USD 12,65",2.09,34.93,61.41,3.51,25.15,31.44,1.63,24.87,20.69,1.41,2.35,2.46,13.3,18.3,27.6,17,0.8,39,19.98,17.61,5.21,5.44,0,"USD 104,00","USD 145,10","USD 147,00","USD 151,64","USD 1 602,30","USD 2 785,70","USD 182,30","USD 347,50","USD 151,64","-USD 564,50","USD 58,40","USD 867,98",610.89,"-USD 774,74","-USD 216,78","-USD 781,28","USD 726,40","USD 860,88","USD 1 521,70","USD 2 676,58","-USD 64,30",0.86,1.43,0.5,0.06,0.07,"USD 85,34","USD 60,56"
Holmen Aktiebolag (publ) (OM:HOLM B),OM:HOLM B,Paper/Forest Products,0.6162,0.8198,"USD 3 062,10","USD 1 005,80","USD 41,10",1.01,24.03,24.84,31.62,33.05,"USD 36,43",1.09,41.47,31.23,3.7,10.76,0,1.12,31.86,10.2,0.97,1.47,3.84,22.5,14.2,-1.79,-3.97,-12.9,-3.53,7.1,3.13,8.36,4.91,0,"USD 284,60","USD 215,50","USD 123,80","USD 126,57","USD 2 741,70","USD 2 579,20","USD 395,30","USD 335,60","USD 126,57","USD 33,20","-USD 16,66","-USD 39,23",-44.16,"USD 182,46","USD 238,19","USD 271,39","USD 3 035,40","USD 4 037,61","USD 3 199,90","USD 4 170,71","-USD 117,70",0.52,0.6,0.5,0.03,0.06,"USD 241,60","USD 218,52"
Hexpol AB (Publ) (OM:HPOL B),OM:HPOL B,Chemical (Specialty),0.877,0.9319,"USD 2 584,00","USD 203,60","USD 94,20",3.37,29.33,7.67,41.5,8.31,"USD 75,07",1.21,22.8,48.02,55.41,22.35,1.47,2.1,14.78,14.42,4.24,2.2,1.25,44.1,34.3,32.7,19.5,15.2,3.92,32.44,32.47,10.94,14.92,24.75,"USD 115,60","USD 134,20","USD 181,20","USD 182,95","USD 1 229,70","USD 1 226,30","USD 187,50","USD 205,30","USD 137,68","-USD 31,90","-USD 28,50","USD 116,77",64.11,"USD 49,41","USD 77,83","USD 45,93","USD 413,70","USD 563,48","USD 517,50","USD 638,08","-USD 32,20",0.44,0.95,0.5,0,0,0,0
Munksjö Oyj (HLSE:MUNK1),HLSE:MUNK1,Paper/Forest Products,0.6162,1.3361,"USD 380,90","USD 440,00","USD 87,00",10.53,46.02,53.88,85.25,116.84,"USD 7,46",0,0,0,0,0,0,0.47,0,16.83,1.28,0.91,4.1,0,0,0,0,0,0,-18.68,-6.69,-4.68,-2.44,0,"-USD 14,70","-USD 48,90","-USD 27,60","-USD 25,54","USD 815,80","USD 1 045,80","USD 43,90","USD 16,90","-USD 25,54","USD 141,20","-USD 22,85","-USD 17,72",0,"USD 15,03","-USD 149,53","-USD 8,33","USD 261,80","USD 381,73","USD 522,00","USD 575,33","-USD 15,60",0,0,0.5,0,0,0,0
Rottneros AB (OM:RROS),OM:RROS,Paper/Forest Products,0.6162,0.7156,"USD 47,30","USD 7,63","USD 6,23",11.34,5.28,13.89,5.58,16.13,"USD 0,31",0.64,8.37,53.19,0,0,0,0.21,0,6.1,0.35,0.22,5.16,0,0,-6.5,-13,0,1.02,-12.77,-13.13,-8.76,-9.32,0,"-USD 2,00","-USD 19,50","-USD 20,90","-USD 20,75","USD 225,00","USD 222,50","USD 7,99","USD 3,58","-USD 20,75","USD 0,31","-USD 6,53","-USD 20,70",0,"USD 6,49","USD 7,43","USD 7,74","USD 152,70","USD 158,02","USD 136,80","USD 138,20","-USD 2,44",0.18,0.62,0.5,0.08,0.12,"-USD 16,05","-USD 11,37"
Rörvik Timber AB (publ) (OM:RTIM B),OM:RTIM B,Paper/Forest Products,0.6162,1.1569,"USD 93,10","USD 81,70","USD 0,00",0,51.77,46.74,107.36,87.76,"USD 0,55",0.92,6.32,150,0,0,0,0.41,0,0,1.26,0.76,0,0,0,5.31,-12.9,0,0,-62.61,-11.42,-14.87,-9.39,0,"-USD 33,60","-USD 29,30","-USD 18,50","-USD 18,50","USD 228,60","USD 197,10","-USD 12,80","-USD 10,50","-USD 18,50","-USD 12,98","-USD 19,98","USD 0,92",0,"USD 0,56","USD 2,74","-USD 10,24","USD 46,80","USD 162,00","USD 76,10","USD 139,00","USD 0,00",0.74,-0.11,0.5,0.12,0.13,"-USD 5,39","-USD 4,02"
Aktiebolaget Geveko (publ) (OM:GVKO B),OM:GVKO B,Chemical (Specialty),0.877,12.1402,"USD 5,36","USD 64,80","USD 3,61",4.87,97.3,92.78,3604.05,1284.28,"USD 0,32",1.2,13.78,104.29,0.47,0,0,0.04,31.48,7.66,1.05,0.47,0,0,0,-13.3,-8.61,0,0,-95.03,3.02,-11.35,1.66,0,"-USD 17,70","-USD 15,30","USD 1,95","USD 2,24","USD 150,20","USD 134,80","USD 9,21","USD 9,94","USD 2,24","-USD 3,90","-USD 10,54","USD 4,80",-255.96,"USD 7,98","-USD 5,66","-USD 9,56","USD 16,10","USD 74,34","USD 1,91","USD 67,14","USD 0,00",0.58,0.65,0.5,0.1,0.11,"USD 1,82","-USD 0,06"
Bergs Timber AB (OM:BRG B),OM:BRG B,Paper/Forest Products,0.6162,0.9269,"USD 34,50","USD 17,40","USD 7,21",13.89,30.47,33.53,43.83,50.43,"USD 0,36",0.1,3.16,0,0,0,0,0.34,0,0,0.9,0.45,0,0,0,-10.2,-5.01,0,0,-12.67,-17.6,-3.65,-13.19,0,"-USD 3,65","-USD 3,65","-USD 13,20","-USD 13,20","USD 100,10","USD 100,10","-USD 7,52","-USD 7,52","-USD 13,20","USD 8,59","USD 0,00","-USD 23,48",0,"USD 10,28","USD 11,24","USD 19,83","USD 28,80","USD 75,01","USD 39,70","USD 49,89","USD 0,00",-0.17,0.5,0.5,0,0,0,0
RusForest AB (publ) (OM:RUSF),OM:RUSF,Paper/Forest Products,0.6162,2.3754,"USD 43,80","USD 29,20","USD 7,90",4.68,48.86,74.06,95.54,285.52,"USD 0,33",1.05,8.37,150,0,0,0,0.51,0,0,0.65,1.86,0,0,0,19.1,0,0,12.6,-58.96,-14.57,-105.98,-57.44,0,"-USD 166,30","-USD 95,70","-USD 38,70","-USD 51,87","USD 86,70","USD 90,30","-USD 33,70","-USD 17,60","-USD 51,87","USD 0,39","USD 0,00","USD 9,76",0,"-USD 61,63","-USD 105,85","-USD 105,46","USD 162,30","USD 355,92","USD 130,90","USD 248,06","USD 0,00",0.65,0.28,0.5,0,0,0,0
Dannemora Mineral AB (OM:DMAB B),OM:DMAB B,Steel,0.7816,12.963,"USD 9,31","USD 145,10","USD 8,69",5.63,87.2,93.97,681.22,1558.54,"USD 0,27",3.38,27.2,150,0,0,0,0.44,0,0,0.92,6.91,0,0,0,132.1,197.8,0,96.8,-119.29,-31.57,-108.62,-81.84,0,"-USD 37,00","-USD 66,80","-USD 50,40","-USD 50,33","USD 21,10","USD 61,50","-USD 29,90","-USD 34,70","-USD 50,33","-USD 20,50","-USD 4,86","USD 7,68",0,"-USD 53,15","-USD 49,12","-USD 69,62","USD 56,00","USD 159,40","USD 21,30","USD 157,71","USD 0,00",1.96,1.14,0.5,0,0,0,0
Auriant Mining AB (publ) (OM:AUR),OM:AUR,Precious Metals,1.153,5.5423,"USD 23,30","USD 88,70","USD 0,81",0.73,76.47,79.2,324.91,380.69,"USD 1,31",0.36,7.75,87.46,0,0,0,0.65,0,69.49,0.97,3.09,0,0,0,15.6,0,0,14.4,-28.54,-10.35,-21.71,-11.89,0,"-USD 11,40","-USD 11,70","-USD 6,41","-USD 6,41","USD 36,00","USD 53,90","USD 1,60","USD 1,19","-USD 6,41","-USD 3,90","-USD 2,49","USD 7,92",0,"-USD 11,84","-USD 13,23","-USD 17,13","USD 41,00","USD 61,96","USD 27,30","USD 115,19","USD 0,00",0.27,0,0.5,0,0,0,0
Endomines AB (publ) (OM:ENDO),OM:ENDO,Precious Metals,1.153,1.2912,"USD 54,70","USD 11,10","USD 12,90",19.6,20.52,16.87,25.81,20.29,"USD 0,63",0.36,3.16,60.87,1.05,18.86,0,1.52,61.87,5.35,1.28,1.47,0,0,0,0,0,0,5.24,8.29,10.73,2.18,2.79,40.93,"USD 2,90","USD 0,67","USD 0,79","USD 0,86","USD 36,10","USD 30,70","USD 9,88","USD 6,48","USD 0,51","USD 1,74","USD 4,44","USD 0,71",1019.75,"-USD 4,64","-USD 6,22","-USD 4,48","USD 8,07","USD 7,97","USD 43,00","USD 41,20","USD 0,00",0.08,0.39,0.5,0,0,0,0
Lappland Goldminers AB (OM:GOLD),OM:GOLD,Precious Metals,1.153,6.6469,"USD 6,38","USD 30,40","USD 2,43",6.61,80.27,82.65,406.96,476.49,"USD 0,92",0.57,3.16,150,0,0,0,0.2,0,4.99,0.97,1.06,0,0,0,-22.5,68.3,0,0,-75.32,-26.16,-126.09,-89.41,0,"-USD 8,94","-USD 17,40","-USD 12,70","-USD 12,34","USD 32,40","USD 13,80","USD 6,88","-USD 3,30","-USD 12,34","-USD 4,75","-USD 12,91","USD 6,45",0,"-USD 5,88","-USD 6,19","-USD 10,94","USD 23,10","USD 47,16","USD 7,47","USD 35,44","USD 0,00",0.2,0.45,0.5,0.1,0.13,"-USD 3,34","-USD 6,84"
Lovisagruvan AB (publ) (OM:LOVI),OM:LOVI,Metals & Mining,1.0289,1.0289,"USD 19,70","USD 0,00","USD 1,39",7.06,0,0,0,0,"USD 5,76",0.87,18.44,50.17,13.59,12.24,0,2.96,10.52,6.78,13.27,2.75,8.02,0.18,12,8.75,12.1,0,3.83,39.93,148.72,18.53,26.65,23.35,"USD 1,61","USD 1,21","USD 1,74","USD 1,74","USD 6,65","USD 6,53","USD 2,70","USD 2,24","USD 1,33","USD 0,00","USD 0,06","USD 0,36",31.49,"USD 0,91","USD 0,79","USD 0,79","USD 3,03","USD 1,17","USD 2,77","USD 1,38","-USD 1,58",0.37,0.57,0.5,0,0,0,0
Kopy Goldfields AB (OM:KOPY),OM:KOPY,Precious Metals,1.153,1.153,"USD 7,68","USD 0,00","USD 0,35",4.54,0,0,0,0,"USD 0,25",-0.11,0,0,0,0,0,3.59,0,0,0.55,3.43,0,0,0,2.56,0,0,3.64,-53.73,-8.58,-586.96,-91.14,0,"-USD 2,61","-USD 10,80","-USD 1,76","-USD 1,68","USD 2,14","USD 1,84","-USD 2,17","-USD 1,56","-USD 1,68","USD 0,63","USD 0,15","USD 3,52",0,"-USD 5,35","-USD 15,10","-USD 14,47","USD 20,10","USD 19,55","USD 13,60","USD 13,25","USD 0,00",-0.15,0.15,0.5,0,0,0,0
Botnia Exploration AB (OM:BOTX),OM:BOTX,Metals & Mining,1.0289,1.0289,"USD 7,82","USD 0,00","USD 1,52",19.44,0,0,0,0,"USD 0,11",0.64,0,0,0,0,0,4.09,0,0,0.8,3.3,0,0,0,53.1,0,0,0,-16.35,-11.56,-114.17,-64.02,0,"-USD 1,48","-USD 1,45","-USD 0,84","-USD 0,81","USD 1,91","USD 1,27","-USD 0,82","-USD 0,83","-USD 0,81","USD 0,00","USD 0,17","USD 1,58",0,"-USD 2,56","-USD 3,20","-USD 3,20","USD 8,87","USD 7,03","USD 9,41","USD 7,89","USD 0,00",0.03,0.93,0.5,0,0,0,0
Sotkamo Silver AB (NGM:SOSI),NGM:SOSI,Precious Metals,1.153,1.2102,"USD 24,20","USD 1,20","USD 1,57",6.18,6.67,4.72,7.14,4.96,"USD 1,71",1.91,18.71,121.2,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,-5.49,-13.82,0,0,0,"-USD 0,90","-USD 0,95","-USD 1,53","-USD 1,53","USD 0,00","USD 0,00","-USD 1,29","-USD 1,49","-USD 1,53","-USD 0,46","USD 0,25","USD 3,69",0,"-USD 5,46","-USD 4,42","-USD 4,88","USD 17,30","USD 11,07","USD 16,80","USD 16,43","USD 0,00",0.91,1.06,0.5,0.09,0.19,"-USD 1,38","-USD 2,27"
ProfilGruppen AB (OM:PROF B),OM:PROF B,Metals & Mining,1.0289,1.842,"USD 22,40","USD 17,70","USD 0,31",0.78,40.05,44.14,66.79,79.02,"USD 4,55",0.3,6.32,50.99,0,6.35,0,0.19,0,9.25,0.94,0.33,0,-61.7,-53.2,-5.93,-9.11,0,3.9,0.47,-9.4,0.11,-3.8,0,"USD 3,53","USD 0,13","-USD 4,76","-USD 4,25","USD 120,70","USD 111,90","USD 4,30","-USD 0,75","-USD 4,25","USD 6,93","-USD 6,27","USD 1,82",0,"USD 0,20","-USD 2,35","USD 4,58","USD 26,40","USD 45,27","USD 26,50","USD 42,33","USD 0,00",0.13,0.2,0.5,0.09,0.08,"USD 3,43","USD 2,33"
Nordic Mines AB (publ) (OM:NOMI),OM:NOMI,Precious Metals,1.153,9.2865,"USD 9,03","USD 63,70","USD 6,93",9.53,32.47,87.58,48.08,705.43,"USD 0,03",-0.33,8.37,0,0,0,0,0.24,0,0,0.35,1.73,0,0,0,0,0,0,0,-30.08,-23.41,-49.33,-51.83,0,"-USD 27,10","-USD 25,60","-USD 26,90","-USD 26,90","USD 38,00","USD 51,90","-USD 13,30","-USD 17,30","-USD 26,90","USD 7,70","-USD 11,08","USD 12,20",0,"-USD 28,02","-USD 34,42","-USD 26,72","USD 85,10","USD 114,90","USD 132,50","USD 189,27","USD 0,00",-0.61,0.75,0.5,0,0,0,0
